Date,Vocabulary_Adjectives,Vocabulary_Other,Vocabulary_Modals,Vocabulary_Question_words,Vocabulary_Connectives_conjunctions,Vocabulary_Verbs_stems,Vocabulary_Comparisons,Assessment,Vocabulary_Nouns,Vocabulary_Prepositions,Curriculum_design,Vocabulary_Pronouns,Vocabulary_Adverbs,Grammar_Verb_inflections,Type_of_practice_Reading,Teaching_Methods_Processing_Instruction,Type_of_practice_Speaking,Type_of_practice_Listening,Type_of_practice_Writing,Autonomy_independence,Phonics_Other,Testing,Phonics_Applying_sound_symbol,Type_of_practice_Speaking_interaction,Phonics_Consolidating_sound_symbol,Phonics_sound_symbol_combinations,Grammar_Connectives_conjunctions,Grammar_Noun_inflections,Grammar_Prepositions,Grammar_Adverbs,Grammar_Adjectives,Grammar_Syntax,Grammar_Articles,Grammar_Comparisons,Grammar_Other,Teaching_Methods_Task_Based_Language_Teaching,Phonics_Introducing_new_sound_symbol,Phonics_Isolated_sound_symbol,Phonics_sound_symbol_combinations_in_words,Interaction,Type_of_practice_Reading_fact,Type_of_practice_Speaking_narrative,Other,Phonics_Awareness,Language_awareness,Motivation,Type_of_practice_Writing_interaction,Type_of_practice_Reading_fiction,Type_of_practice_Writing_factual,Type_of_practice_Listening_authentic_language,Type_of_practice_Reading_poetry,Type_of_practice_Listening_songs,Type_of_practice_Writing_creative,Pronunciation,Figurative_language,Multilingualism,Visits_abroad
2019-11-29,4,8,4,8,4,15,4,0,4,4,7,4,4,11,4,3,4,4,3,0,3,0,6,2,4,4,1,2,1,1,1,1,3,1,2,3,10,9,7,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30,4,8,4,5,4,16,4,1,4,4,9,4,4,11,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,3,8,3,6,3,11,3,0,6,3,6,3,3,6,1,1,1,1,1,0,1,0,2,0,2,1,1,1,1,1,2,1,2,1,2,1,4,2,2,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02,14,17,13,17,14,22,13,2,14,14,21,14,14,12,4,2,4,4,5,1,3,0,7,1,7,5,0,0,0,0,1,0,1,0,0,3,7,6,7,0,0,1,29,6,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-12-03,10,15,10,12,10,19,10,1,11,10,14,10,10,14,5,4,5,5,5,1,2,1,5,3,4,3,0,0,0,0,2,0,0,0,1,3,7,6,6,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-04,3,5,3,4,3,10,3,0,4,3,4,3,3,7,6,2,6,6,5,0,2,0,3,1,7,2,0,1,0,0,0,1,1,0,0,1,5,5,4,0,0,0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-05,0,5,0,1,0,9,0,0,0,0,2,0,0,12,5,3,4,6,4,0,1,0,2,4,3,1,0,0,0,0,0,1,1,0,0,4,5,2,4,2,0,1,10,2,1,0,0,0,0,1,1,0,1,0,1,0,0
2019-12-06,6,5,5,8,5,11,5,1,6,5,5,5,6,8,3,1,3,3,3,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-07,1,3,1,1,1,2,1,0,1,1,4,1,1,2,2,1,3,2,3,0,0,0,1,1,3,2,0,1,0,0,0,0,1,0,0,1,2,1,2,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
2019-12-08,4,3,1,3,1,3,1,0,4,1,2,2,2,2,4,4,4,4,4,0,1,0,1,3,1,0,0,1,0,0,0,2,3,0,1,4,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-12-09,4,6,4,5,4,12,4,0,6,4,8,4,4,15,8,5,9,7,9,0,4,0,4,3,8,3,0,4,0,0,0,0,4,0,1,5,9,7,6,0,0,1,8,5,1,0,0,0,0,1,1,0,1,0,0,0,0
2019-12-10,1,2,1,3,1,9,1,0,1,1,4,1,1,11,4,2,4,4,4,0,3,0,5,2,7,4,0,0,0,0,1,0,1,0,0,2,7,6,6,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-12-11,4,6,4,5,4,9,4,0,5,4,5,4,4,5,0,0,2,1,1,0,0,0,2,1,2,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,2,2,0,1,0,0,0,0,2,2,0,2,0,1,0,0
2019-12-12,5,12,4,9,4,12,4,0,5,4,5,5,5,10,8,5,4,6,7,0,3,0,7,3,8,8,0,2,0,0,1,0,2,0,1,6,5,5,5,1,2,3,2,4,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-12-13,3,9,2,5,2,7,2,1,3,3,5,2,3,6,4,1,4,7,3,1,1,1,4,4,4,3,0,0,0,0,0,1,0,0,0,4,4,3,5,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-15,3,3,3,4,3,5,3,2,3,3,3,3,3,2,2,1,2,1,1,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-16,2,7,2,4,2,5,2,0,3,2,4,2,2,5,3,2,5,3,5,0,1,0,4,3,4,4,0,4,0,0,0,0,4,0,1,2,3,3,4,0,0,2,0,3,0,0,0,0,0,2,2,0,2,0,0,0,0
2019-12-17,1,4,1,1,1,3,1,1,1,1,2,1,1,2,2,0,2,1,0,0,2,1,4,0,3,3,0,0,0,0,0,1,0,0,1,0,5,4,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-18,3,5,3,4,3,9,3,0,5,3,4,3,3,6,3,2,4,3,4,0,0,0,2,2,4,1,0,2,0,0,0,1,2,0,0,2,5,5,3,0,0,1,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-12-19,1,7,1,3,1,5,1,0,1,1,3,1,1,5,2,0,2,3,0,0,1,0,3,1,4,1,0,0,0,0,0,1,0,0,0,1,5,5,5,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-20,1,3,1,4,1,2,1,0,1,1,1,1,1,2,0,0,0,0,0,0,5,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-23,1,2,1,1,1,4,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-26,1,1,1,1,1,1,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-27,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-28,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-29,1,2,1,1,1,4,1,0,1,1,1,1,1,2,0,0,1,0,1,0,1,0,2,0,2,2,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-12-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-01-01,0,2,0,1,0,2,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,0,4,0,1,0,1,0,0,0,0,3,0,0,3,5,4,7,5,6,0,3,0,4,4,5,4,0,1,0,0,0,2,1,0,1,3,4,3,4,3,1,2,0,3,1,1,3,1,0,2,2,0,2,0,0,0,0
2020-01-03,0,4,0,0,0,1,0,0,1,0,1,0,0,7,4,4,4,4,4,0,0,0,0,2,1,0,2,2,2,2,3,2,3,2,2,3,3,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04,1,4,1,1,1,3,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,3,0,3,2,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05,4,5,3,4,3,8,3,0,5,3,4,5,4,5,3,2,4,3,2,0,3,0,4,1,5,4,0,2,0,0,0,0,2,0,0,1,6,6,6,0,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0
2020-01-06,2,25,0,6,0,4,0,2,2,0,3,0,0,12,14,6,27,14,18,0,2,1,20,6,24,11,0,13,0,1,2,3,17,0,0,13,12,11,24,1,1,15,6,8,2,1,0,0,0,15,15,0,15,0,1,1,0
2020-01-07,8,15,6,6,6,10,6,1,7,6,7,7,6,10,6,3,6,6,6,1,4,1,10,2,12,7,0,3,0,0,1,0,4,0,1,5,7,9,10,1,0,2,3,7,0,0,0,0,0,2,2,0,2,0,0,0,0
2020-01-08,4,10,3,5,4,15,3,1,5,3,4,4,4,12,6,4,6,6,5,0,1,0,3,3,6,1,0,1,0,0,0,0,2,0,1,3,8,6,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-09,4,8,2,16,2,8,2,1,4,2,3,3,4,9,4,3,4,4,4,0,0,0,6,2,7,2,0,2,0,1,1,1,2,0,1,3,8,6,6,0,0,1,1,6,0,0,0,0,0,2,1,1,1,0,0,0,0
2020-01-10,4,20,3,5,3,7,3,1,3,3,73,3,3,6,10,4,8,8,6,1,3,1,5,2,5,3,0,2,0,0,3,0,1,0,1,2,6,6,6,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-11,1,6,0,2,0,5,0,0,0,0,32,1,0,6,5,3,6,5,3,0,2,0,4,1,4,1,0,1,0,0,1,0,1,0,2,1,9,7,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-12,1,6,1,1,1,2,1,0,1,1,23,1,1,5,4,3,6,4,3,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,0,3,5,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-13,4,14,4,4,4,12,4,1,4,4,29,4,4,16,10,6,8,9,6,0,3,0,3,3,5,3,0,2,0,0,2,1,2,0,1,5,6,5,4,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,3,13,3,3,3,5,3,0,3,3,21,3,3,11,10,7,9,9,7,0,0,0,3,5,7,2,2,3,2,2,8,2,4,2,2,8,7,7,7,0,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,1,0
2020-01-15,3,10,2,4,2,5,2,0,5,2,15,3,3,4,7,3,5,6,5,0,1,0,4,4,3,3,0,0,0,0,1,1,0,0,1,4,7,6,5,1,2,1,5,5,0,1,0,1,0,1,1,0,1,1,0,0,0
2020-01-16,0,10,0,1,0,2,0,1,0,0,21,0,0,10,2,1,4,1,3,0,4,1,7,2,9,4,1,3,1,1,1,2,3,1,2,2,8,7,8,0,1,3,4,6,1,1,0,1,0,3,3,0,3,0,0,0,0
2020-01-17,1,7,0,0,0,2,0,0,1,0,9,0,0,3,2,1,3,1,1,0,2,0,3,0,4,1,0,1,0,0,0,1,2,0,1,1,3,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,0,1,0,0,0,3,0,0,2,0,1,0,0,4,2,2,2,2,2,0,2,0,1,2,1,1,0,2,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-01-19,1,5,0,1,0,2,0,0,1,1,1,0,1,2,2,1,2,3,1,0,2,0,2,2,2,2,0,1,0,0,2,2,1,0,0,2,4,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,3,12,2,3,2,16,1,0,5,1,10,2,2,25,10,5,8,10,7,0,8,0,8,6,9,5,0,4,0,0,2,2,2,0,0,5,8,7,6,1,1,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,2,8,1,2,1,6,1,0,3,1,14,2,1,10,4,2,2,4,2,0,4,0,7,4,6,6,2,5,2,2,4,4,2,2,3,4,5,5,5,1,3,1,3,5,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-01-22,0,2,0,0,0,2,0,0,0,0,14,0,0,4,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0,7,0,1,0,0,0,0,0,0,46,0,0,3,2,1,2,2,1,0,7,0,8,1,9,7,0,1,0,0,4,3,0,0,0,1,15,10,9,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,8,0,0,0,2,0,0,0,0,12,0,0,6,7,4,6,6,6,0,3,0,3,4,5,3,0,0,0,0,2,0,0,0,0,4,8,7,6,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,2,3,2,2,2,5,2,0,2,2,9,2,2,3,1,1,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,2,7,2,2,2,4,2,0,2,2,8,2,2,7,5,4,4,4,4,0,0,0,2,3,2,2,0,0,0,0,0,1,0,0,0,3,4,4,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,5,15,4,9,4,7,4,0,5,4,16,4,4,13,10,8,10,10,10,0,6,0,6,7,7,4,0,3,0,0,3,3,3,0,0,7,11,10,10,2,0,0,5,8,2,1,0,0,0,0,0,0,0,0,0,1,0
2020-01-28,2,9,2,2,2,10,2,0,2,2,12,2,2,13,4,2,4,4,4,0,3,0,3,0,5,2,0,1,0,0,3,1,1,0,0,0,7,3,3,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,9,0,2,0,2,0,1,0,0,8,0,0,6,6,4,5,5,6,1,3,0,3,5,4,2,0,3,0,0,0,0,3,0,0,5,6,5,5,1,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,6,0,0,0,1,0,0,0,0,8,0,0,4,1,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,4,6,3,6,3,8,3,1,4,4,6,3,4,5,1,1,1,3,1,0,0,0,3,5,4,0,0,0,0,0,2,3,1,0,0,6,2,2,3,4,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-02-01,4,4,3,7,4,5,3,0,4,3,4,4,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,1,5,0,1,0,3,0,0,1,1,4,0,1,4,1,0,0,1,0,0,4,0,2,3,3,2,0,0,0,0,1,1,0,0,2,2,1,1,1,2,2,1,2,1,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-02-03,3,13,3,4,3,6,3,1,7,3,8,3,3,10,7,3,7,7,7,1,0,0,2,5,7,1,0,1,4,0,0,1,2,0,0,4,4,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,1,10,1,3,1,5,1,0,1,1,9,1,1,6,2,1,3,3,3,0,4,0,5,2,6,3,0,0,1,0,1,0,1,0,0,2,6,5,5,0,1,1,5,5,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-02-05,5,10,4,17,4,10,4,3,5,4,16,4,4,7,7,3,7,7,6,0,2,0,4,1,6,2,1,2,2,1,2,2,2,1,0,2,10,9,5,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,1,5,1,4,1,7,1,0,1,1,5,1,1,2,3,1,3,3,2,0,2,0,2,1,2,2,0,0,0,0,1,0,0,0,0,1,6,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,4,13,4,6,4,9,4,0,4,4,10,4,4,6,7,1,8,6,5,0,1,0,3,1,5,3,0,2,0,0,1,0,1,0,0,1,6,5,6,0,0,1,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-02-08,4,7,3,4,4,4,3,2,4,4,10,4,4,0,2,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,2,27,1,2,1,11,1,0,2,2,79,1,2,40,6,3,5,6,5,0,1,0,4,2,7,2,0,0,23,0,3,1,0,0,0,1,3,3,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,3,18,3,6,3,9,3,1,3,3,20,3,3,15,10,7,7,8,7,0,5,0,5,6,9,3,0,3,0,0,1,0,3,0,0,5,8,8,9,1,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,1,11,1,1,1,6,1,0,2,1,14,2,1,14,4,3,3,3,3,0,2,0,4,3,4,0,0,1,4,0,1,1,0,0,2,2,6,4,5,0,1,1,2,5,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-02-12,3,14,1,1,1,5,1,0,2,2,8,1,2,6,6,2,6,7,4,0,4,0,3,2,5,1,0,3,0,0,0,0,3,0,4,1,7,7,7,1,1,1,1,8,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-02-13,2,6,1,4,1,4,1,0,2,2,9,1,2,6,3,2,3,4,4,0,3,0,3,2,3,2,1,2,2,1,1,1,3,1,1,2,2,2,3,1,0,1,3,2,1,0,0,0,0,1,1,0,1,0,0,0,0
2020-02-14,1,13,0,0,0,3,0,4,1,1,3,0,1,8,5,1,5,4,1,0,1,0,5,1,6,3,0,0,2,0,2,0,1,0,0,1,7,6,7,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,2,0,1,0,3,0,0,0,0,6,0,0,3,1,0,2,3,2,0,0,0,2,2,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,3,0,0,0,1,0,3,0,0,4,0,0,3,1,0,1,1,1,0,1,0,3,1,4,1,0,0,0,2,0,2,0,0,1,0,2,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,2,2,0,1,1,1,0,1,2,1,11,1,2,0,1,0,1,2,1,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,1,1,3,1,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-02-18,2,5,2,2,2,4,2,1,2,2,4,2,2,2,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-02-19,1,4,1,3,1,4,1,2,1,1,11,1,1,5,5,1,5,5,3,0,1,0,2,2,5,2,0,0,0,0,1,1,0,0,0,1,7,5,5,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,1,2,1,1,1,5,1,2,1,1,9,1,1,4,2,2,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,2,0,0,0,4,0,5,0,0,5,0,0,6,4,2,4,4,3,0,1,0,1,3,3,1,0,1,0,1,0,1,1,0,0,2,6,6,4,0,1,1,0,4,0,0,1,1,1,1,1,1,1,0,0,0,0
2020-02-22,1,1,0,1,1,7,0,0,1,1,4,1,1,9,3,1,3,3,2,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,0,1,3,3,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,4,7,3,4,3,5,3,2,4,4,8,3,4,5,2,2,2,3,2,0,1,0,1,2,4,0,0,0,0,0,1,0,2,0,0,3,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
2020-02-24,1,9,1,1,1,6,1,2,2,1,18,2,1,7,4,2,5,4,2,1,2,0,7,2,8,3,0,2,0,0,2,2,3,0,2,3,8,7,9,0,0,2,2,3,1,0,0,0,0,2,2,0,2,0,1,0,0
2020-02-25,6,18,4,4,4,7,4,8,6,6,21,5,6,11,3,1,2,4,2,0,7,0,9,2,18,6,0,0,2,0,1,1,1,0,2,2,10,11,8,2,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,4,10,1,4,3,13,1,8,3,2,22,3,3,23,9,5,9,9,9,0,4,0,3,2,6,2,3,4,6,3,10,3,7,3,3,2,5,6,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,5,0,2,0,8,0,7,0,0,14,0,0,12,8,4,8,8,8,0,2,0,4,3,5,4,1,2,2,1,2,1,2,1,2,3,5,5,4,0,0,0,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0
2020-02-28,2,6,2,4,2,6,2,1,3,2,6,2,2,5,2,1,2,2,2,0,4,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,1,4,0,1,1,3,0,0,2,1,8,1,1,3,2,1,2,2,2,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,2,3,1,2,1,2,1,3,2,2,2,1,2,3,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-03-02,8,17,6,6,6,11,6,1,9,7,7,6,7,13,3,1,3,6,2,0,2,0,4,3,3,1,0,2,0,0,2,0,1,0,1,3,5,5,5,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,3,17,2,2,2,6,2,2,3,3,5,2,3,5,3,0,2,3,1,0,14,0,4,1,4,2,0,0,2,0,1,0,1,0,10,1,3,3,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,4,6,3,5,3,6,3,4,4,4,9,3,4,5,2,1,0,2,1,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,1,6,1,2,1,2,1,1,1,1,4,1,1,7,4,3,4,4,4,0,2,0,1,2,2,0,0,1,2,0,0,1,1,0,3,2,4,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,6,0,1,0,1,0,0,0,0,0,0,0,8,5,5,3,4,3,0,1,0,2,3,2,1,0,0,0,0,1,1,0,0,2,3,4,4,4,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-03-07,2,10,1,5,1,8,1,1,2,1,13,2,2,3,6,3,6,6,6,1,1,0,2,1,2,1,0,3,0,0,1,1,2,0,2,1,3,3,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,2,0,0,0,6,0,0,0,0,6,0,0,5,3,2,3,3,2,0,1,0,2,1,2,1,0,1,0,0,0,1,0,0,1,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-03-09,3,5,1,3,2,5,1,3,3,2,8,2,3,7,3,1,3,3,2,0,4,0,4,1,5,3,0,0,1,2,0,0,0,0,0,0,5,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,3,7,3,3,3,7,3,3,4,3,12,3,3,10,5,3,5,5,4,0,0,0,2,4,3,2,0,1,2,0,2,1,1,0,0,4,5,4,3,1,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-03-11,1,4,1,2,1,8,1,0,2,1,6,1,1,8,2,2,2,2,1,0,0,0,2,1,3,3,1,3,1,1,2,2,3,1,1,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-03-12,0,4,0,3,0,1,0,5,0,0,2,0,0,3,1,1,1,1,1,0,4,0,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,2,2,1,1,1,4,1,0,2,2,4,1,2,3,3,2,3,4,1,0,1,0,2,2,2,1,0,0,0,0,1,2,0,0,0,3,3,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
