Date,Vocabulary_Adjectives,Vocabulary_Other,Vocabulary_Modals,Vocabulary_Question_words,Vocabulary_Connectives_conjunctions,Vocabulary_Verbs_stems,Vocabulary_Comparisons,Assessment,Vocabulary_Nouns,Vocabulary_Prepositions,Curriculum_design,Vocabulary_Pronouns,Vocabulary_Adverbs,Grammar_Verb_inflections,Type_of_practice_Reading,Teaching_Methods_Processing_Instruction,Type_of_practice_Speaking,Type_of_practice_Listening,Type_of_practice_Writing,Autonomy_independence,Phonics_Other,Testing,Phonics_Applying_sound_symbol,Type_of_practice_Speaking_interaction,Phonics_Consolidating_sound_symbol,Phonics_sound_symbol_combinations,Grammar_Connectives_conjunctions,Grammar_Noun_inflections,Grammar_Prepositions,Grammar_Adverbs,Grammar_Adjectives,Grammar_Syntax,Grammar_Articles,Grammar_Comparisons,Grammar_Other,Teaching_Methods_Task_Based_Language_Teaching,Phonics_Introducing_new_sound_symbol,Phonics_Isolated_sound_symbol,Phonics_sound_symbol_combinations_in_words,Interaction,Type_of_practice_Reading_fact,Type_of_practice_Speaking_narrative,Other,Phonics_Awareness,Language_awareness,Motivation,Type_of_practice_Writing_interaction,Type_of_practice_Reading_fiction,Type_of_practice_Writing_factual,Type_of_practice_Listening_authentic_language,Type_of_practice_Reading_poetry,Type_of_practice_Listening_songs,Type_of_practice_Writing_creative,Pronunciation,Figurative_language,Multilingualism,Visits_abroad
2020-03-14,1,1,0,0,0,1,0,0,1,1,6,0,1,3,2,2,1,3,0,0,1,0,2,1,2,2,0,0,0,0,1,1,0,0,0,2,2,2,2,1,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-03-15,1,6,1,2,1,6,1,1,1,1,4,1,1,5,3,0,2,1,2,0,1,0,4,1,4,5,1,2,1,1,1,1,2,1,1,0,1,2,2,0,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
2020-03-16,3,7,3,4,3,5,3,4,4,3,3,3,3,4,7,0,7,7,1,0,3,0,2,1,3,2,0,0,0,0,0,0,0,0,1,0,11,11,9,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,2,7,1,1,1,3,1,2,2,2,4,1,2,7,3,1,3,4,3,0,2,0,2,2,5,1,0,1,0,1,1,0,0,0,1,2,4,3,3,1,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,1,10,1,3,1,1,1,1,1,1,3,1,1,6,4,2,3,3,3,0,4,0,6,1,7,5,0,2,1,0,0,0,3,0,0,1,7,7,6,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,2,1,1,2,1,2,1,1,3,3,1,1,2,0,0,0,0,1,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,3,11,3,3,3,3,3,3,4,3,7,3,3,1,1,0,1,1,1,0,8,0,9,1,9,1,0,0,0,0,0,0,0,0,11,0,9,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,0,3,0,1,0,2,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,1,6,1,1,1,1,1,0,1,1,1,1,1,3,0,0,0,0,0,0,3,0,3,0,4,1,0,0,0,0,0,0,0,0,2,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,0,9,0,1,0,6,0,1,1,1,4,0,1,11,7,5,6,6,5,0,2,0,6,5,8,0,1,1,1,1,2,2,1,1,3,5,9,9,10,1,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0
2020-03-24,4,10,3,5,3,7,3,2,5,3,8,3,4,10,4,3,4,4,4,2,2,0,1,4,2,1,0,0,2,0,0,0,1,0,0,2,4,5,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-03-25,1,3,1,1,1,10,1,2,1,1,8,1,1,10,3,2,4,4,2,3,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,1,1,0,1,0,2,0,0,1,1,4,0,1,4,3,2,5,5,5,3,1,0,3,4,3,2,0,1,0,0,0,1,1,0,0,4,1,0,3,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-03-27,1,3,0,1,0,2,0,0,1,1,9,0,1,4,1,1,1,2,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,1,0,0,0,0,3,0,1,1,1,4,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,1,1,1,2,1,1,1,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,0,5,0,1,0,7,0,0,0,1,4,0,0,11,2,2,2,2,2,0,1,0,2,2,4,2,0,0,1,0,4,0,1,0,1,2,5,6,4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,5,18,5,6,5,7,5,1,5,5,27,5,5,4,3,1,2,2,3,8,8,0,2,1,3,1,0,0,0,0,0,0,0,0,7,1,3,2,1,0,1,2,18,2,1,0,1,1,1,1,1,1,1,0,0,0,0
2020-04-01,1,7,0,0,0,4,0,0,0,0,11,0,0,9,3,1,4,3,4,1,4,0,5,1,9,4,0,1,2,0,1,0,3,0,1,2,8,6,5,0,0,2,12,6,1,0,0,0,0,2,2,0,2,0,0,0,0
2020-04-02,2,9,1,1,1,3,1,2,1,1,18,2,1,3,4,2,6,6,4,4,5,1,6,1,7,3,0,0,0,0,1,0,0,0,2,1,3,6,5,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,3,4,1,2,1,4,1,0,3,3,9,1,3,6,2,0,1,2,0,0,0,0,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,0,1,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,1,4,0,3,0,4,3,0,0,0,0,0,0,0,0,1,0,4,4,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,2,2,0,1,1,2,0,0,1,1,6,1,1,3,3,2,3,3,3,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,2,0,1,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,0,121,0,0,0,3,0,0,0,0,14,0,0,7,0,0,0,0,0,120,127,0,8,0,8,8,0,0,0,0,0,0,0,0,121,0,7,7,8,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,0,82,0,0,0,7,0,0,0,0,7,0,0,8,2,2,2,2,2,80,82,0,3,2,3,1,0,0,0,0,1,0,0,0,82,2,5,5,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,0,21,0,0,0,5,0,0,0,0,3,0,0,6,2,0,2,2,1,20,21,0,0,1,0,0,1,1,1,1,1,1,1,1,26,0,0,0,0,0,1,1,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0
2020-04-10,0,10,0,0,0,2,0,0,0,0,1,0,0,3,1,0,1,1,0,9,10,0,1,0,1,1,0,0,1,0,0,0,0,0,9,0,2,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,0,2,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,1,4,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,1,11,0,4,0,6,0,0,1,0,3,1,1,6,4,1,2,6,3,7,7,0,4,5,4,2,0,0,0,0,0,0,0,0,8,5,1,1,4,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,3,18,2,2,2,2,2,0,3,3,9,2,3,1,1,1,1,2,1,10,12,0,2,2,2,1,0,0,0,0,1,0,0,0,11,2,4,4,3,1,0,0,6,4,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-04-15,3,4,0,1,1,2,0,0,2,2,7,1,2,4,4,2,4,5,4,3,6,0,3,1,3,2,0,0,1,0,1,1,0,0,4,1,3,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,3,10,1,1,1,10,1,1,4,4,4,1,4,11,1,1,1,3,1,6,6,0,2,3,1,0,0,0,0,0,1,0,0,0,6,3,3,3,3,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,1,9,1,2,1,6,1,1,1,1,9,1,1,6,3,2,2,3,2,5,9,0,9,2,8,5,1,2,1,1,1,2,2,1,6,2,8,8,9,1,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,1,4,0,2,1,4,0,0,1,1,3,1,1,3,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,14,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,2,2,12,13,0,2,2,2,1,0,0,0,0,0,0,0,0,12,1,2,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,44,0,1,0,1,0,0,0,0,10,0,0,5,5,5,6,5,6,43,41,0,4,3,4,3,1,5,1,1,1,1,5,1,39,5,6,6,7,0,0,1,0,5,1,0,0,0,0,2,2,0,1,0,0,0,0
2020-04-21,2,50,2,3,2,14,2,2,2,2,9,2,2,15,2,1,2,2,2,39,39,0,0,1,6,0,0,1,0,0,0,0,0,0,39,1,2,3,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,1,34,1,3,1,8,1,0,1,1,10,2,1,12,4,1,5,4,4,21,23,0,5,1,8,5,0,1,2,0,2,0,1,0,20,1,8,8,8,0,0,1,2,6,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-04-23,4,25,4,5,4,6,4,2,4,4,15,4,4,2,2,1,3,2,1,8,12,0,4,1,2,3,0,1,0,0,0,0,1,0,8,1,6,6,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,1,5,1,1,1,2,1,1,1,1,5,1,1,2,0,0,1,0,1,1,2,0,2,0,2,2,0,1,0,0,1,0,1,0,1,0,2,2,2,0,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-04-25,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,1,1,0,0,0,1,0,1,1,1,1,0,1,3,1,1,1,2,0,1,1,0,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,2,1,1,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-04-27,3,20,2,4,2,7,2,2,3,3,10,2,3,10,2,2,2,3,2,9,14,0,2,4,3,2,0,0,0,0,2,0,0,0,10,3,4,4,4,1,1,1,4,4,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-04-28,2,11,1,1,1,3,1,1,2,2,12,1,2,5,5,1,5,6,5,3,6,0,3,2,7,3,1,5,1,1,1,1,1,1,4,2,3,3,3,1,1,1,6,3,2,1,0,1,0,1,2,0,1,0,1,0,0
2020-04-29,3,4,1,2,1,4,1,0,2,2,14,1,2,4,1,0,1,2,1,2,4,0,2,1,3,2,0,1,0,0,0,0,0,0,1,1,3,3,2,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-04-30,3,7,0,0,0,2,0,0,4,2,12,0,2,3,0,0,0,3,0,4,5,0,1,3,2,1,1,1,1,1,2,1,1,1,6,3,1,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,2,7,2,3,2,9,2,0,4,4,15,2,2,9,4,4,5,4,5,2,3,0,2,3,2,2,0,6,2,0,3,0,6,0,2,4,4,2,5,0,0,1,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-05-02,1,4,1,1,1,3,1,0,2,1,4,1,1,2,4,1,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0
2020-05-03,0,1,0,0,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,6,11,5,2,5,15,1,1,6,2,15,5,6,11,6,3,8,5,3,3,13,0,10,5,9,8,0,0,0,0,1,5,0,0,5,4,11,11,10,2,3,1,3,9,1,2,0,1,0,1,1,0,1,0,0,1,0
2020-05-05,3,8,3,5,3,6,3,5,5,5,13,3,3,2,4,2,5,3,3,3,6,0,4,2,7,2,0,1,1,0,1,1,1,0,2,2,8,7,6,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,0,1,0,0,0,3,0,2,0,1,10,0,0,6,1,2,2,2,2,1,2,0,2,1,3,1,0,0,1,0,0,0,0,0,1,0,2,2,2,0,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0
2020-05-07,0,8,0,0,0,5,0,1,2,0,5,0,0,6,3,2,3,3,2,6,7,0,1,2,2,1,0,0,1,0,0,0,0,0,9,2,3,3,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,2,5,2,2,2,4,2,0,2,2,5,2,2,2,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,1,2,1,1,1,3,1,0,2,2,3,1,1,1,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,2,5,2,4,2,4,2,1,2,2,4,2,2,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,5,42,3,3,3,4,3,0,7,5,8,3,5,6,3,1,3,5,3,4,10,0,8,5,9,8,0,0,0,0,2,0,0,0,10,3,8,8,7,2,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,2,11,0,2,0,8,0,2,2,2,10,0,1,12,6,4,6,7,4,3,6,0,7,4,8,5,0,2,0,0,1,2,2,0,7,5,8,8,9,2,1,0,7,6,0,0,0,0,0,0,2,0,1,0,1,0,0
2020-05-13,0,13,0,2,0,6,0,1,0,0,6,0,0,9,5,1,5,5,3,4,11,1,6,2,8,8,0,0,0,1,1,2,1,0,3,1,10,12,10,0,0,0,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,6,12,2,2,2,9,2,0,5,5,14,2,4,12,7,5,7,9,7,2,2,0,1,4,2,1,0,0,1,0,1,2,0,0,4,4,4,4,4,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,2,6,2,2,2,2,2,0,2,2,5,2,2,0,2,0,2,2,0,3,4,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,3,0,0,0,0,0,0,0,1,2,0,0,2,2,1,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-05-17,0,5,0,0,0,3,0,0,1,0,3,0,0,5,5,1,6,6,2,0,2,0,3,1,3,2,0,1,0,2,0,0,1,0,0,1,7,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,10,19,9,9,10,17,8,1,10,9,26,10,10,12,5,3,6,6,5,0,5,0,5,2,7,5,2,2,2,2,3,3,2,2,6,3,7,9,7,0,0,0,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,2,7,1,1,1,7,1,0,4,2,7,1,1,6,2,2,2,2,2,3,8,0,4,2,7,4,0,0,0,0,0,2,0,0,12,2,5,6,5,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,4,7,1,4,2,4,1,3,4,3,11,2,3,2,1,0,1,2,1,2,4,0,4,1,4,2,0,0,0,0,0,0,0,0,8,1,5,5,5,1,0,0,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-05-21,1,9,0,1,0,6,0,2,1,1,23,0,1,8,2,2,2,3,2,2,2,0,1,3,2,0,0,0,0,0,1,0,1,0,8,4,4,5,4,1,0,1,15,4,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-05-22,2,2,0,0,0,5,0,3,3,2,6,0,2,7,4,3,4,5,3,1,1,0,0,2,0,0,1,2,1,1,1,1,2,1,2,3,2,2,2,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,0,2,0,0,0,3,0,0,0,0,7,0,0,3,2,3,2,2,2,1,3,0,0,2,0,0,0,2,0,0,0,0,2,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,2,2,1,2,1,1,1,0,2,2,5,1,2,1,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,1,0,2,1,2,3,2,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,3,4,1,1,1,4,1,0,3,3,3,1,3,4,1,1,1,3,1,1,1,0,0,4,0,0,0,0,0,0,2,0,0,0,1,4,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,1,4,1,1,1,4,1,1,1,1,5,1,1,3,0,0,0,0,0,1,3,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,7,0,1,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,4,4,0,0,1,0,0,0,0,0,0,0,1,1,0,4,1,2,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,4,0,0,0,2,0,2,0,0,6,0,0,3,0,0,0,0,0,3,5,0,2,0,2,2,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,2,4,1,1,1,4,1,0,2,2,24,1,2,3,0,0,0,1,0,2,3,0,1,1,1,1,0,0,0,0,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,4,0,1,0,0,0,1,0,0,5,0,0,1,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,2,3,0,5,0,5,0,0,2,2,3,0,2,5,1,0,1,2,0,1,1,0,1,3,1,1,0,1,0,0,1,1,1,0,1,3,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,4,0,0,0,4,0,3,0,0,13,0,0,4,3,1,3,3,1,2,3,0,3,1,3,1,0,1,1,0,1,1,0,0,3,1,4,4,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,1,7,0,0,0,3,0,1,1,0,11,0,0,6,5,2,5,5,3,2,7,0,6,1,8,4,1,1,1,1,2,2,2,1,3,2,6,7,8,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,4,7,3,4,3,6,3,0,4,4,11,3,4,8,2,0,2,3,0,1,8,0,6,1,7,6,3,3,3,3,3,3,4,3,4,1,10,10,7,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,3,8,1,2,1,3,1,0,3,1,20,1,2,9,8,6,8,8,8,1,3,0,5,6,5,2,0,3,0,0,4,1,3,0,1,6,7,7,7,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,1,4,0,1,0,4,0,0,1,0,15,0,0,5,3,2,3,2,2,2,4,0,4,2,6,4,0,1,0,0,1,0,1,0,2,2,5,5,6,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-06-06,2,0,0,0,0,2,0,0,2,0,0,0,1,5,3,2,3,3,2,0,0,0,1,1,1,0,0,1,0,0,2,1,1,0,0,1,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,5,0,0,0,2,0,1,0,0,6,0,0,5,3,2,3,3,2,1,5,0,0,1,2,0,1,1,2,1,2,1,1,1,6,2,4,3,2,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,1,4,0,2,0,0,0,1,1,0,6,0,0,4,2,1,2,2,1,3,5,0,5,1,5,3,0,2,1,0,2,2,1,0,4,1,6,6,6,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-06-10,3,6,2,2,1,3,1,0,3,2,6,1,3,4,2,1,0,2,1,2,2,0,3,3,5,3,0,0,0,0,1,1,0,0,3,2,1,1,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,1,8,0,3,1,8,0,0,2,1,5,1,1,13,7,3,7,7,7,3,3,0,2,4,2,2,0,0,1,0,2,0,0,0,4,3,4,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,3,1,1,0,2,0,0,0,0,4,0,0,3,1,2,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,1,7,1,2,1,1,1,0,1,1,5,1,1,4,0,0,0,0,0,2,4,0,3,0,8,2,0,0,0,0,0,3,0,0,3,0,2,2,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-06-14,5,11,2,4,2,7,2,0,5,3,6,4,5,7,4,1,4,4,3,0,1,0,2,1,4,2,0,0,0,1,1,0,1,0,0,1,2,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,4,10,2,7,2,6,2,2,5,5,7,2,4,6,2,0,1,3,1,6,7,0,3,2,5,3,0,2,2,0,0,0,1,0,8,2,2,3,3,1,0,0,4,3,0,0,0,0,0,0,1,0,1,0,1,0,0
2020-06-16,2,18,1,4,1,6,1,0,3,2,14,2,1,7,7,4,6,7,7,7,12,0,6,4,8,3,0,6,3,0,1,2,3,0,10,3,9,8,8,0,1,1,6,8,0,1,0,1,0,1,1,0,2,1,0,0,0
2020-06-17,0,13,0,1,0,3,0,2,1,0,10,0,0,7,3,3,3,3,3,6,6,0,0,3,2,0,0,0,0,0,1,1,0,0,8,3,4,4,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,3,4,1,1,1,6,1,2,3,3,19,1,3,10,2,1,2,4,1,4,2,0,2,2,3,1,2,2,2,2,2,2,2,2,3,3,3,2,1,2,0,0,5,2,2,0,0,0,0,0,1,0,0,0,1,0,0
2020-06-19,3,9,1,2,1,6,1,0,4,2,7,1,2,5,4,2,4,5,3,3,5,0,1,2,3,2,0,1,0,0,0,2,2,0,3,2,2,2,1,1,0,1,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-06-20,14,28,12,17,12,15,12,1,14,13,46,12,13,7,8,4,8,6,4,7,11,0,10,4,11,9,0,0,1,0,1,2,1,0,5,4,9,8,13,2,0,0,12,5,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-06-21,3,7,1,1,1,5,1,0,1,2,10,1,1,7,4,0,4,4,2,4,2,0,1,0,2,1,0,1,0,0,1,1,1,0,2,0,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,9,20,6,9,6,11,6,1,8,9,34,6,7,10,6,4,6,7,5,7,9,0,1,4,3,0,0,0,0,0,4,1,0,0,8,4,7,6,4,1,0,0,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,2,7,4,4,4,10,2,4,4,4,24,4,4,10,4,0,4,4,3,5,7,0,5,0,3,3,0,2,2,2,1,2,2,0,5,0,5,6,7,0,0,0,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,3,8,2,3,2,7,2,0,3,3,14,2,3,9,6,2,6,7,5,2,5,0,2,3,3,2,0,0,0,0,0,1,0,0,3,3,3,3,4,1,1,1,25,2,0,0,1,1,1,1,1,1,1,0,0,0,0
2020-06-25,2,10,0,1,0,1,0,1,2,1,6,0,1,3,2,0,1,3,1,6,9,0,6,2,8,6,0,0,1,0,0,0,0,0,7,1,4,5,4,1,1,2,13,4,1,1,0,1,0,1,2,0,2,0,0,0,0
