Date,Vocabulary_Adjectives,Vocabulary_Other,Vocabulary_Modals,Vocabulary_Question_words,Vocabulary_Connectives_conjunctions,Vocabulary_Verbs_stems,Vocabulary_Comparisons,Assessment,Vocabulary_Nouns,Vocabulary_Prepositions,Curriculum_design,Vocabulary_Pronouns,Vocabulary_Adverbs,Grammar_Verb_inflections,Type_of_practice_Reading,Teaching_Methods_Processing_Instruction,Type_of_practice_Speaking,Type_of_practice_Listening,Type_of_practice_Writing,Autonomy_independence,Phonics_Other,Testing,Phonics_Applying_sound_symbol,Type_of_practice_Speaking_interaction,Phonics_Consolidating_sound_symbol,Phonics_sound_symbol_combinations,Grammar_Connectives_conjunctions,Grammar_Noun_inflections,Grammar_Prepositions,Grammar_Adverbs,Grammar_Adjectives,Grammar_Syntax,Grammar_Articles,Grammar_Comparisons,Grammar_Other,Teaching_Methods_Task_Based_Language_Teaching,Phonics_Introducing_new_sound_symbol,Phonics_Isolated_sound_symbol,Phonics_sound_symbol_combinations_in_words,Interaction,Type_of_practice_Reading_fact,Type_of_practice_Speaking_narrative,Other,Phonics_Awareness,Language_awareness,Motivation,Type_of_practice_Writing_interaction,Type_of_practice_Reading_fiction,Type_of_practice_Writing_factual,Type_of_practice_Listening_authentic_language,Type_of_practice_Reading_poetry,Type_of_practice_Listening_songs,Type_of_practice_Writing_creative,Pronunciation,Figurative_language,Multilingualism,Visits_abroad
2020-06-26,6,9,2,4,2,6,2,0,5,4,10,3,5,10,5,4,7,7,7,2,4,0,5,3,5,4,1,3,1,1,6,1,3,1,3,4,4,5,6,1,0,3,9,5,2,0,0,0,0,2,3,0,3,0,0,0,0
2020-06-27,1,2,1,1,1,4,1,0,1,1,4,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,6,4,2,2,2,4,2,0,3,3,3,2,3,5,4,3,4,5,3,2,2,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,1,1,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,5,8,2,6,2,9,2,1,4,4,13,2,4,12,6,5,6,7,5,3,2,0,2,4,4,2,0,0,0,0,3,1,0,0,2,4,7,8,7,0,0,1,7,6,1,0,0,0,0,0,1,0,1,0,0,0,0
2020-06-30,3,10,1,5,1,10,1,0,3,3,33,1,3,12,8,5,7,8,6,4,7,0,8,4,9,8,1,2,1,1,3,1,4,1,3,4,8,10,10,1,1,2,9,8,3,0,0,0,0,0,2,0,2,0,0,0,0
2020-07-01,3,9,1,3,1,7,1,0,4,4,14,1,3,11,3,1,3,5,1,5,6,0,7,1,9,6,0,0,0,0,2,1,0,0,4,1,8,10,9,0,0,2,6,7,2,0,0,0,0,0,2,0,2,0,0,0,0
2020-07-02,2,9,2,2,2,7,1,1,3,3,17,2,3,7,4,2,4,4,3,1,5,0,6,3,7,4,0,1,1,1,1,2,2,0,1,4,7,7,7,1,0,1,11,7,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-07-03,6,16,0,7,1,12,0,0,6,4,39,1,5,22,10,9,10,14,10,5,10,0,17,8,21,13,1,2,1,1,8,5,2,1,3,9,20,24,22,0,0,4,9,22,5,0,0,0,0,0,4,0,4,0,0,0,0
2020-07-04,3,10,1,4,1,3,1,0,3,3,14,1,3,4,4,3,4,6,4,5,4,0,1,4,2,1,0,1,0,0,2,0,1,0,4,4,5,5,4,1,0,1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0
2020-07-05,1,4,1,1,1,4,1,0,1,1,7,1,1,5,1,1,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-06,1,10,1,3,1,3,1,1,3,1,16,2,1,6,12,10,13,12,13,1,5,0,9,9,12,8,0,4,0,0,1,1,5,0,3,10,15,14,16,0,1,2,14,14,0,0,1,1,1,2,2,1,2,1,0,0,0
2020-07-07,6,19,1,4,1,10,1,1,6,3,16,2,5,16,12,10,12,14,11,4,8,0,5,11,6,5,0,2,0,0,6,0,4,0,5,10,12,12,12,2,1,1,7,12,1,2,0,1,0,1,1,0,1,0,0,1,0
2020-07-08,0,19,0,0,0,5,0,0,0,0,19,0,0,19,12,11,12,12,11,4,6,0,1,9,3,1,0,0,0,0,4,0,1,0,4,9,15,15,11,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,1,9,0,1,0,5,0,2,4,2,17,0,1,9,9,6,10,10,7,1,5,0,6,4,8,5,1,3,2,1,2,1,5,1,3,5,12,11,13,1,0,1,13,9,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-07-10,4,11,3,4,3,7,3,0,5,4,13,3,4,3,3,1,3,4,2,2,5,0,3,1,5,3,0,0,0,0,0,0,1,0,2,2,7,5,4,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,0,0,0,1,0,4,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,1,3,1,3,1,10,1,0,1,1,2,1,1,10,2,2,2,2,1,1,1,0,2,1,2,2,0,1,0,0,0,1,1,0,1,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-07-13,2,9,2,4,2,6,2,0,3,2,11,2,2,6,3,2,3,3,2,4,7,0,2,2,4,1,0,1,0,0,0,0,2,0,5,2,9,8,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,5,11,3,4,3,10,2,0,4,4,20,3,4,12,15,6,15,16,9,3,1,0,5,3,7,3,0,1,1,1,4,2,1,0,4,3,13,14,14,0,0,1,8,9,1,0,0,0,0,0,1,0,1,1,0,0,0
2020-07-15,1,6,0,0,0,1,0,0,1,1,7,0,1,6,5,4,5,6,4,3,4,0,2,5,2,2,0,1,0,0,4,0,1,0,1,5,7,7,7,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,2,11,1,4,2,3,1,0,2,2,10,2,2,6,9,5,8,10,6,3,7,0,5,6,8,5,0,1,0,0,1,2,2,0,4,8,9,9,10,2,1,1,3,7,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-07-17,4,8,1,1,1,5,1,1,3,2,32,1,2,9,7,4,7,8,6,1,2,0,3,5,5,3,0,0,0,1,2,1,0,0,1,4,9,9,7,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,3,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,6,0,1,0,2,0,1,0,0,22,0,0,6,6,4,5,5,5,1,1,0,1,4,1,0,0,1,0,0,3,0,1,0,1,4,4,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,3,6,3,3,3,8,3,2,3,3,14,3,3,6,3,3,3,3,3,1,1,0,2,1,2,2,0,1,0,0,1,0,1,0,1,1,3,3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,0,2,0,0,0,1,0,0,0,0,4,0,0,3,3,2,3,3,2,0,0,0,1,2,1,1,0,0,0,0,2,0,0,0,0,2,5,5,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,1,2,0,0,0,1,0,0,2,0,2,0,1,5,5,5,4,5,4,1,1,0,2,3,3,1,0,1,0,0,2,1,2,0,0,4,4,3,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,1,1,1,2,1,3,1,0,1,1,6,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
2020-07-26,0,3,0,0,0,0,0,0,0,0,3,0,0,1,2,1,3,2,2,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,2,2,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-07-27,2,2,1,3,1,5,1,0,4,1,6,1,2,7,4,4,4,4,4,0,0,0,1,4,1,0,0,4,0,0,1,1,4,0,0,4,3,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,1,0,0,0,3,0,0,0,0,11,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,1,1,0,0,0,5,0,0,1,1,1,0,1,5,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,2,1,1,1,1,2,1,0,2,2,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,2,4,2,3,2,3,2,0,2,2,3,2,2,2,1,0,1,1,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,3,4,2,5,2,8,2,0,4,3,6,2,3,7,1,1,1,2,1,1,2,0,2,1,2,2,0,0,0,0,1,1,0,0,0,1,1,2,2,0,0,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2020-08-05,0,2,0,4,0,4,0,0,0,0,4,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,1,3,0,2,0,3,0,0,1,1,5,0,1,5,1,1,1,2,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-07,1,3,1,1,1,1,1,0,1,1,4,1,1,1,1,0,1,1,0,1,2,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,3,3,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,5,6,0,5,5,5,0,0,5,0,13,5,5,0,5,0,5,5,5,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,3,5,2,2,2,5,2,1,3,3,9,2,3,3,0,0,0,1,0,3,5,0,2,1,4,1,0,0,0,0,0,0,0,0,3,1,3,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,3,0,1,0,2,0,0,0,0,4,0,0,4,1,0,2,2,1,0,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
2020-08-13,0,4,0,0,0,2,0,1,0,0,5,0,0,8,4,1,4,4,4,0,2,0,2,1,4,1,0,0,0,0,2,1,1,0,0,1,4,3,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-14,1,2,1,1,1,5,1,1,1,1,9,1,1,7,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,2,2,1,1,1,2,1,0,1,1,3,1,1,2,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,1,2,1,1,1,4,1,0,1,1,2,1,1,4,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,5,1,1,1,1,4,1,0,6,4,6,2,5,3,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,3,0,1,0,1,3,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,2,7,1,3,1,2,1,0,3,1,9,1,1,4,6,4,5,6,4,0,1,0,2,4,5,3,0,1,0,0,3,2,3,0,2,5,7,8,6,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,1,8,1,5,1,6,1,1,1,1,7,3,1,11,3,2,3,3,3,2,3,0,0,4,0,0,0,1,0,2,2,1,2,0,3,2,3,2,2,0,2,2,6,2,2,1,1,2,1,2,2,1,2,0,0,0,0
2020-08-20,1,4,0,1,1,4,0,0,0,1,6,0,0,8,6,4,6,6,4,0,2,0,2,3,5,3,1,0,0,0,1,2,0,0,0,1,7,6,7,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,2,3,0,2,0,5,0,0,2,1,9,0,1,7,3,3,3,4,3,1,2,0,2,2,3,2,0,1,0,0,3,1,0,0,0,2,3,4,3,0,0,1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0
2020-08-22,5,8,5,6,6,8,5,0,5,5,9,5,5,4,2,2,3,2,3,0,2,0,3,2,4,4,1,1,0,0,1,1,1,0,1,1,4,4,5,0,0,1,3,4,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-08-23,1,2,1,2,1,3,1,0,1,1,3,2,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,2,8,0,2,1,4,0,1,1,1,14,0,1,7,8,5,9,9,7,1,2,0,4,6,6,5,1,2,0,0,2,1,2,0,2,5,9,9,11,1,0,1,3,7,1,1,0,0,0,1,1,0,1,0,0,1,0
2020-08-25,2,7,1,2,1,11,1,3,1,1,13,2,1,12,6,4,5,6,5,3,4,1,4,4,8,3,0,0,0,0,3,3,0,0,3,3,8,6,5,1,2,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,7,0,3,0,8,0,0,1,1,8,0,0,10,1,1,2,1,2,2,3,0,3,1,4,2,0,2,0,0,0,0,4,0,3,1,5,3,4,0,0,1,4,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-08-27,2,8,2,4,2,6,2,3,2,2,11,2,2,7,4,3,4,4,3,3,2,0,2,3,5,0,0,0,0,0,1,0,1,0,3,3,7,7,5,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,4,16,0,3,0,6,0,0,3,2,5,2,3,10,6,3,7,7,7,8,7,0,2,4,5,1,0,1,0,0,1,0,1,0,7,4,6,6,4,1,0,1,3,6,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-08-29,2,5,2,4,2,3,2,1,2,2,7,3,2,2,3,0,3,3,2,1,1,0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,2,4,0,1,0,3,0,0,2,2,5,0,2,4,2,1,2,4,1,2,1,0,0,3,0,0,0,1,0,0,1,0,1,0,1,3,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,1,10,0,0,0,5,0,0,0,0,11,0,0,14,8,7,8,8,7,4,2,0,1,6,3,1,0,0,0,0,4,0,0,0,1,6,8,8,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,2,16,0,4,0,7,0,2,2,1,15,0,2,22,16,16,16,17,16,1,4,0,6,16,6,5,0,5,0,0,6,1,5,0,0,16,17,18,19,0,0,1,1,17,1,0,0,0,0,0,1,0,1,0,0,0,0
2020-09-02,1,31,0,5,0,4,0,0,0,1,16,0,0,23,22,20,22,22,20,4,8,0,2,18,4,2,0,3,0,0,9,2,3,0,6,18,24,22,21,0,0,0,3,21,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-03,5,27,1,5,2,17,1,1,3,3,14,2,3,29,18,12,18,20,12,2,5,0,3,11,8,4,1,4,0,0,4,2,6,0,4,10,19,20,19,1,0,1,2,13,2,0,0,0,0,0,1,0,1,0,0,0,0
2020-09-04,3,21,2,2,2,5,2,0,3,3,17,2,2,17,14,12,14,14,13,3,4,0,2,12,5,2,0,0,0,0,5,0,1,0,4,11,14,14,13,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-05,0,5,0,0,0,5,0,0,1,0,6,0,0,6,5,1,5,5,2,3,1,0,3,2,3,3,0,0,0,0,1,0,0,0,0,1,6,5,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,1,12,0,3,0,2,0,1,1,1,9,0,1,6,8,6,8,9,6,4,8,0,6,7,8,4,0,2,0,0,4,1,4,0,9,7,15,13,13,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,8,25,1,5,1,4,1,0,8,6,11,1,5,29,28,20,28,31,21,1,2,0,3,23,8,3,0,5,0,0,8,0,7,0,5,23,31,28,24,4,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,6,39,1,1,1,14,1,2,8,7,13,1,5,35,28,23,28,30,27,15,22,0,22,25,28,17,0,1,2,1,11,1,7,0,7,28,47,41,43,3,1,4,5,39,1,0,0,0,0,4,4,0,4,0,0,0,0
2020-09-09,2,36,1,5,1,9,1,2,1,1,11,1,1,25,19,18,18,19,18,15,16,0,3,15,5,4,0,4,0,0,8,1,4,0,12,14,20,18,16,0,0,0,7,18,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,8,24,1,3,2,9,1,2,5,5,13,2,3,19,17,13,17,17,16,4,4,0,2,10,7,1,0,0,0,0,5,2,2,0,3,9,12,13,13,1,0,0,4,13,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-09-11,12,37,2,12,8,15,2,3,12,8,19,8,9,38,45,30,43,44,45,2,1,0,5,27,15,5,0,13,1,0,13,1,13,0,2,24,32,26,25,2,0,1,7,22,3,0,0,0,0,1,1,0,2,0,0,0,0
2020-09-12,1,4,1,0,1,6,0,0,1,0,4,1,1,10,3,1,4,3,1,0,1,0,2,1,6,1,0,1,0,0,1,1,2,0,1,1,5,6,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,2,12,0,1,0,4,0,0,1,0,6,0,0,12,10,8,9,9,8,0,3,0,4,7,8,4,0,2,0,0,7,1,3,0,0,7,15,15,10,0,1,0,4,12,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-09-14,3,23,1,6,1,6,1,1,6,2,12,1,2,16,18,15,18,19,15,3,7,0,1,16,2,1,0,2,0,0,5,0,4,0,5,16,19,17,16,1,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,6,29,1,2,1,11,1,0,8,5,24,1,5,31,21,17,21,22,20,9,9,0,8,16,13,5,0,2,0,0,7,2,4,0,6,15,14,14,18,1,0,1,8,12,1,0,0,0,0,0,2,0,2,0,0,0,0
2020-09-16,3,25,1,5,2,11,1,2,3,1,18,2,2,21,19,10,19,21,18,3,3,0,11,13,11,7,0,1,0,0,8,0,1,0,1,12,15,14,19,3,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,3,32,1,3,1,10,1,1,3,2,8,2,1,29,14,12,15,14,15,3,10,0,7,13,11,6,1,2,5,1,4,2,2,1,5,12,18,17,18,1,0,0,13,13,2,1,0,0,0,0,0,0,1,0,0,1,0
2020-09-18,2,13,0,0,0,8,0,0,0,0,7,0,0,24,14,10,14,14,11,0,1,0,1,9,2,1,2,3,2,2,9,3,3,2,2,9,16,16,14,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,5,0,2,0,2,0,0,0,0,3,0,0,6,6,5,6,6,5,1,2,0,0,4,0,0,1,3,1,1,4,1,3,1,2,5,4,3,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,4,18,1,3,1,10,1,0,5,2,27,2,3,35,10,8,9,11,10,1,2,0,3,7,4,3,20,20,20,20,21,23,20,20,21,8,6,5,6,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,14,41,4,10,6,17,4,18,10,7,25,9,10,20,15,11,15,18,14,23,23,0,20,8,29,17,0,1,0,0,7,5,1,0,6,9,36,36,25,3,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,8,32,1,7,2,11,1,0,6,7,27,2,5,38,25,19,26,28,25,2,6,0,4,19,6,3,1,5,1,1,15,2,6,1,3,19,18,18,21,2,0,2,6,4,3,0,0,0,0,1,2,0,2,0,0,0,0
2020-09-23,2,19,0,0,0,7,0,0,0,0,5,0,1,19,7,6,7,7,7,4,4,0,1,2,8,0,0,0,1,0,5,1,0,0,9,2,2,2,2,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,3,18,1,2,1,9,1,2,1,1,11,2,1,21,10,9,10,10,12,5,4,0,2,7,4,0,0,2,0,0,5,1,2,0,3,8,9,8,9,0,0,1,2,4,2,0,0,0,0,1,1,0,1,0,0,0,0
2020-09-25,2,22,1,1,1,10,1,2,1,1,9,1,2,25,17,15,17,17,16,3,3,0,1,13,4,0,1,4,1,1,7,1,4,1,6,12,14,14,13,0,1,1,0,7,0,0,1,1,1,1,1,1,2,0,0,0,0
2020-09-26,2,7,1,1,1,2,1,0,2,2,10,1,2,4,1,1,1,2,1,2,4,0,4,1,4,2,0,1,0,0,0,1,2,0,2,1,4,4,4,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,2,11,2,4,2,5,2,3,2,2,9,3,2,5,2,1,1,1,1,1,1,0,3,1,4,3,0,2,0,0,1,0,2,0,1,1,3,3,3,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,2,28,0,6,1,8,0,8,2,1,8,0,0,29,14,11,12,12,11,5,6,0,8,9,12,10,1,9,0,0,10,4,8,0,8,8,13,13,14,0,2,0,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-29,1,31,0,6,0,11,0,1,2,2,11,2,1,24,13,8,13,13,12,7,9,0,8,9,16,8,0,4,0,0,5,3,4,0,11,9,11,13,13,2,0,1,2,7,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-09-30,3,47,0,3,0,7,0,4,3,0,11,0,1,21,16,13,16,15,14,1,2,0,2,12,3,2,1,8,1,1,7,2,9,1,2,12,15,14,14,0,1,0,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0
2020-10-01,6,21,1,8,6,18,1,3,8,8,19,6,8,18,12,7,13,12,12,1,7,1,9,8,9,5,0,3,1,0,4,2,3,0,3,7,13,12,15,1,1,0,5,10,1,1,0,0,0,0,0,0,0,0,0,1,0
2020-10-02,2,18,1,1,1,4,1,2,5,1,10,1,2,18,9,8,9,9,9,2,1,0,3,8,6,0,0,6,0,0,5,1,6,0,2,8,9,7,9,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,2,22,0,2,0,5,0,3,3,0,1,0,0,9,6,4,6,6,5,1,2,1,0,4,2,2,0,5,0,0,3,0,3,0,2,4,3,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-10-04,2,16,0,0,0,4,0,1,3,1,7,0,1,5,6,6,6,7,6,0,1,0,1,4,4,1,0,2,0,0,3,0,3,0,0,5,5,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,2,25,1,3,1,10,1,2,5,3,6,1,3,24,10,7,10,11,11,4,6,0,4,9,6,4,0,3,0,0,6,0,4,0,2,8,12,11,12,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
